Date,Club_code,Instructor,When_hour,Dayname,GX OCCUPANCY%,CLUB_SWIPES
2022-06-06 00:00:00,MBS,Pfeiffer C.,7,Mon,,148
2022-06-06 00:00:00,MBS,Pfeiffer C.,8,Mon,,118
2022-06-06 00:00:00,MBS,Pfeiffer C.,9,Mon,,77
2022-06-06 00:00:00,MBS,Pfeiffer C.,10,Mon,,92
2022-06-06 00:00:00,MBS,Pfeiffer C.,11,Mon,,156
2022-06-06 00:00:00,MBS,Pfeiffer C.,12,Mon,,259
2022-06-06 00:00:00,MBS,Pfeiffer C.,13,Mon,,85
2022-06-06 00:00:00,MBS,Pfeiffer C.,14,Mon,,48
2022-06-06 00:00:00,MBS,Pfeiffer C.,15,Mon,,54
2022-06-06 00:00:00,MBS,Pfeiffer C.,16,Mon,,106
2022-06-06 00:00:00,MBS,Pfeiffer C.,17,Mon,,197
2022-06-06 00:00:00,MBS,Pfeiffer C.,18,Mon,,457
2022-06-06 00:00:00,MBS,Pfeiffer C.,19,Mon,,303
2022-06-06 00:00:00,MBS,Pfeiffer C.,20,Mon,,106
2022-06-06 00:00:00,MBS,Pfeiffer C.,21,Mon,,16
2022-06-06 00:00:00,MBS,Pfeiffer C.,22,Mon,,1
2022-06-07 00:00:00,MBS,Pfeiffer C.,6,Tue,,86
2022-06-07 00:00:00,MBS,Pfeiffer C.,7,Tue,,160
2022-06-07 00:00:00,MBS,Pfeiffer C.,8,Tue,,122
2022-06-07 00:00:00,MBS,Pfeiffer C.,9,Tue,,96
2022-06-07 00:00:00,MBS,Pfeiffer C.,10,Tue,,101
2022-06-07 00:00:00,MBS,Pfeiffer C.,11,Tue,,169
2022-06-07 00:00:00,MBS,Pfeiffer C.,12,Tue,,284
2022-06-07 00:00:00,MBS,Pfeiffer C.,13,Tue,,63
2022-06-07 00:00:00,MBS,Pfeiffer C.,14,Tue,,54
2022-06-07 00:00:00,MBS,Pfeiffer C.,15,Tue,,52
2022-06-07 00:00:00,MBS,Pfeiffer C.,16,Tue,,93
2022-06-07 00:00:00,MBS,Pfeiffer C.,17,Tue,,217
2022-06-07 00:00:00,MBS,Pfeiffer C.,18,Tue,,456
2022-06-07 00:00:00,MBS,Pfeiffer C.,19,Tue,,308
2022-06-07 00:00:00,MBS,Pfeiffer C.,20,Tue,,94
2022-06-07 00:00:00,MBS,Pfeiffer C.,21,Tue,,22
2022-06-08 00:00:00,MBS,Pfeiffer C.,6,Wed,,86
2022-06-08 00:00:00,MBS,Pfeiffer C.,7,Wed,,203
2022-06-08 00:00:00,MBS,Pfeiffer C.,8,Wed,,111
2022-06-08 00:00:00,MBS,Pfeiffer C.,9,Wed,,96
2022-06-08 00:00:00,MBS,Pfeiffer C.,10,Wed,,87
2022-06-08 00:00:00,MBS,Pfeiffer C.,11,Wed,,149
2022-06-08 00:00:00,MBS,Pfeiffer C.,12,Wed,,266
2022-06-08 00:00:00,MBS,Pfeiffer C.,13,Wed,,65
2022-06-08 00:00:00,MBS,Pfeiffer C.,14,Wed,,54
2022-06-08 00:00:00,MBS,Pfeiffer C.,15,Wed,,58
2022-06-08 00:00:00,MBS,Pfeiffer C.,16,Wed,,90
2022-06-08 00:00:00,MBS,Pfeiffer C.,17,Wed,,218
2022-06-08 00:00:00,MBS,Pfeiffer C.,18,Wed,,451
2022-06-08 00:00:00,MBS,Pfeiffer C.,19,Wed,,316
2022-06-08 00:00:00,MBS,Pfeiffer C.,20,Wed,,74
2022-06-08 00:00:00,MBS,Pfeiffer C.,21,Wed,,27
2022-06-09 00:00:00,MBS,Pfeiffer C.,6,Thu,,58
2022-06-09 00:00:00,MBS,Pfeiffer C.,7,Thu,,133
2022-06-09 00:00:00,MBS,Pfeiffer C.,8,Thu,,106
2022-06-09 00:00:00,MBS,Pfeiffer C.,9,Thu,,105
2022-06-09 00:00:00,MBS,Pfeiffer C.,10,Thu,,82
2022-06-09 00:00:00,MBS,Pfeiffer C.,11,Thu,,195
2022-06-09 00:00:00,MBS,Pfeiffer C.,12,Thu,,227
2022-06-09 00:00:00,MBS,Pfeiffer C.,13,Thu,,62
2022-06-09 00:00:00,MBS,Pfeiffer C.,14,Thu,,45
2022-06-09 00:00:00,MBS,Pfeiffer C.,15,Thu,,57
2022-06-09 00:00:00,MBS,Pfeiffer C.,16,Thu,,101
2022-06-09 00:00:00,MBS,Pfeiffer C.,17,Thu,,171
2022-06-09 00:00:00,MBS,Pfeiffer C.,18,Thu,,409
2022-06-09 00:00:00,MBS,Pfeiffer C.,19,Thu,,241
2022-06-09 00:00:00,MBS,Pfeiffer C.,20,Thu,,100
2022-06-09 00:00:00,MBS,Pfeiffer C.,21,Thu,,18
2022-06-10 00:00:00,MBS,Pfeiffer C.,6,Fri,,65
2022-06-10 00:00:00,MBS,Pfeiffer C.,7,Fri,,129
2022-06-10 00:00:00,MBS,Pfeiffer C.,8,Fri,,103
2022-06-10 00:00:00,MBS,Pfeiffer C.,9,Fri,,116
2022-06-10 00:00:00,MBS,Pfeiffer C.,10,Fri,,91
2022-06-10 00:00:00,MBS,Pfeiffer C.,11,Fri,,161
2022-06-10 00:00:00,MBS,Pfeiffer C.,12,Fri,,242
2022-06-10 00:00:00,MBS,Pfeiffer C.,13,Fri,,69
2022-06-10 00:00:00,MBS,Pfeiffer C.,14,Fri,,64
2022-06-10 00:00:00,MBS,Pfeiffer C.,15,Fri,,57
2022-06-10 00:00:00,MBS,Pfeiffer C.,16,Fri,,105
2022-06-10 00:00:00,MBS,Pfeiffer C.,17,Fri,,196
2022-06-10 00:00:00,MBS,Pfeiffer C.,18,Fri,,258
2022-06-10 00:00:00,MBS,Pfeiffer C.,19,Fri,,159
2022-06-10 00:00:00,MBS,Pfeiffer C.,20,Fri,,64
2022-06-10 00:00:00,MBS,Pfeiffer C.,21,Fri,,16
2022-06-11 00:00:00,MBS,Pfeiffer C.,7,Sat,,7
2022-06-11 00:00:00,MBS,Pfeiffer C.,8,Sat,,114
2022-06-11 00:00:00,MBS,Pfeiffer C.,9,Sat,,232
2022-06-11 00:00:00,MBS,Pfeiffer C.,10,Sat,,257
2022-06-11 00:00:00,MBS,Pfeiffer C.,11,Sat,,255
2022-06-11 00:00:00,MBS,Pfeiffer C.,12,Sat,,174
2022-06-11 00:00:00,MBS,Pfeiffer C.,13,Sat,,157
2022-06-11 00:00:00,MBS,Pfeiffer C.,14,Sat,,181
2022-06-11 00:00:00,MBS,Pfeiffer C.,15,Sat,,116
2022-06-11 00:00:00,MBS,Pfeiffer C.,16,Sat,,97
2022-06-11 00:00:00,MBS,Pfeiffer C.,17,Sat,,71
2022-06-11 00:00:00,MBS,Pfeiffer C.,18,Sat,,49
2022-06-11 00:00:00,MBS,Pfeiffer C.,19,Sat,,22
2022-06-12 00:00:00,MBS,Pfeiffer C.,7,Sun,,5
2022-06-12 00:00:00,MBS,Pfeiffer C.,8,Sun,,60
2022-06-12 00:00:00,MBS,Pfeiffer C.,9,Sun,,181
2022-06-12 00:00:00,MBS,Pfeiffer C.,10,Sun,,187
2022-06-12 00:00:00,MBS,Pfeiffer C.,11,Sun,,146
2022-06-12 00:00:00,MBS,Pfeiffer C.,12,Sun,,112
2022-06-12 00:00:00,MBS,Pfeiffer C.,13,Sun,,130
2022-06-12 00:00:00,MBS,Pfeiffer C.,14,Sun,,145
2022-06-12 00:00:00,MBS,Pfeiffer C.,15,Sun,,138
2022-06-12 00:00:00,MBS,Pfeiffer C.,16,Sun,,112
2022-06-12 00:00:00,MBS,Pfeiffer C.,17,Sun,,73
2022-06-12 00:00:00,MBS,Pfeiffer C.,18,Sun,,59
2022-06-12 00:00:00,MBS,Pfeiffer C.,19,Sun,,12
2022-06-12 00:00:00,MBS,Pfeiffer C.,20,Sun,,1
2022-06-13 00:00:00,MBS,Pfeiffer C.,,Mon,,1
2022-06-13 00:00:00,MBS,Pfeiffer C.,6,Mon,,85
2022-06-13 00:00:00,MBS,Pfeiffer C.,7,Mon,,119
2022-06-13 00:00:00,MBS,Pfeiffer C.,8,Mon,,113
2022-06-13 00:00:00,MBS,Pfeiffer C.,9,Mon,,116
2022-06-13 00:00:00,MBS,Pfeiffer C.,10,Mon,,97
2022-06-13 00:00:00,MBS,Pfeiffer C.,11,Mon,,221
2022-06-13 00:00:00,MBS,Pfeiffer C.,12,Mon,,272
2022-06-13 00:00:00,MBS,Pfeiffer C.,13,Mon,,64
2022-06-13 00:00:00,MBS,Pfeiffer C.,14,Mon,,49
2022-06-13 00:00:00,MBS,Pfeiffer C.,15,Mon,,69
2022-06-13 00:00:00,MBS,Pfeiffer C.,16,Mon,,109
2022-06-13 00:00:00,MBS,Pfeiffer C.,17,Mon,,199
2022-06-13 00:00:00,MBS,Pfeiffer C.,18,Mon,,449
2022-06-13 00:00:00,MBS,Pfeiffer C.,19,Mon,,307
2022-06-13 00:00:00,MBS,Pfeiffer C.,20,Mon,,93
2022-06-13 00:00:00,MBS,Pfeiffer C.,21,Mon,,25
2022-06-13 00:00:00,MBS,Pfeiffer C.,22,Mon,,1
2022-06-14 00:00:00,MBS,Pfeiffer C.,,Tue,,1
2022-06-14 00:00:00,MBS,Pfeiffer C.,6,Tue,,83
2022-06-14 00:00:00,MBS,Pfeiffer C.,7,Tue,,161
2022-06-14 00:00:00,MBS,Pfeiffer C.,8,Tue,,141
2022-06-14 00:00:00,MBS,Pfeiffer C.,9,Tue,,94
2022-06-14 00:00:00,MBS,Pfeiffer C.,10,Tue,,120
2022-06-14 00:00:00,MBS,Pfeiffer C.,11,Tue,,150
2022-06-14 00:00:00,MBS,Pfeiffer C.,12,Tue,,277
2022-06-14 00:00:00,MBS,Pfeiffer C.,13,Tue,,66
2022-06-14 00:00:00,MBS,Pfeiffer C.,14,Tue,,53
2022-06-14 00:00:00,MBS,Pfeiffer C.,15,Tue,,56
2022-06-14 00:00:00,MBS,Pfeiffer C.,16,Tue,,74
2022-06-14 00:00:00,MBS,Pfeiffer C.,17,Tue,,206
2022-06-14 00:00:00,MBS,Pfeiffer C.,18,Tue,,470
2022-06-14 00:00:00,MBS,Pfeiffer C.,19,Tue,,257
2022-06-14 00:00:00,MBS,Pfeiffer C.,20,Tue,,117
2022-06-14 00:00:00,MBS,Pfeiffer C.,21,Tue,,33
2022-06-15 00:00:00,MBS,Pfeiffer C.,,Wed,,1
2022-06-15 00:00:00,MBS,Pfeiffer C.,6,Wed,,62
2022-06-15 00:00:00,MBS,Pfeiffer C.,7,Wed,,162
2022-06-15 00:00:00,MBS,Pfeiffer C.,8,Wed,,124
2022-06-15 00:00:00,MBS,Pfeiffer C.,9,Wed,,77
2022-06-15 00:00:00,MBS,Pfeiffer C.,10,Wed,,118
2022-06-15 00:00:00,MBS,Pfeiffer C.,11,Wed,,161
2022-06-15 00:00:00,MBS,Pfeiffer C.,12,Wed,,266
2022-06-15 00:00:00,MBS,Pfeiffer C.,13,Wed,,64
2022-06-15 00:00:00,MBS,Pfeiffer C.,14,Wed,,53
2022-06-15 00:00:00,MBS,Pfeiffer C.,15,Wed,,61
2022-06-15 00:00:00,MBS,Pfeiffer C.,16,Wed,,100
2022-06-15 00:00:00,MBS,Pfeiffer C.,17,Wed,,213
2022-06-15 00:00:00,MBS,Pfeiffer C.,18,Wed,,490
2022-06-15 00:00:00,MBS,Pfeiffer C.,19,Wed,,259
2022-06-15 00:00:00,MBS,Pfeiffer C.,20,Wed,,86
2022-06-15 00:00:00,MBS,Pfeiffer C.,21,Wed,,28
2022-06-16 00:00:00,MBS,Pfeiffer C.,6,Thu,,72
2022-06-16 00:00:00,MBS,Pfeiffer C.,7,Thu,,138
2022-06-16 00:00:00,MBS,Pfeiffer C.,8,Thu,,89
2022-06-16 00:00:00,MBS,Pfeiffer C.,9,Thu,,88
2022-06-16 00:00:00,MBS,Pfeiffer C.,10,Thu,,103
2022-06-16 00:00:00,MBS,Pfeiffer C.,11,Thu,,175
2022-06-16 00:00:00,MBS,Pfeiffer C.,12,Thu,,202
2022-06-16 00:00:00,MBS,Pfeiffer C.,13,Thu,,49
2022-06-16 00:00:00,MBS,Pfeiffer C.,14,Thu,,52
2022-06-16 00:00:00,MBS,Pfeiffer C.,15,Thu,,58
2022-06-16 00:00:00,MBS,Pfeiffer C.,16,Thu,,70
2022-06-16 00:00:00,MBS,Pfeiffer C.,17,Thu,,169
2022-06-16 00:00:00,MBS,Pfeiffer C.,18,Thu,,391
2022-06-16 00:00:00,MBS,Pfeiffer C.,19,Thu,,243
2022-06-16 00:00:00,MBS,Pfeiffer C.,20,Thu,,93
2022-06-16 00:00:00,MBS,Pfeiffer C.,21,Thu,,26
2022-06-16 00:00:00,MBS,Pfeiffer C.,22,Thu,,1
2022-06-17 00:00:00,MBS,Pfeiffer C.,6,Fri,,62
2022-06-17 00:00:00,MBS,Pfeiffer C.,7,Fri,,129
2022-06-17 00:00:00,MBS,Pfeiffer C.,8,Fri,,102
2022-06-17 00:00:00,MBS,Pfeiffer C.,9,Fri,,82
2022-06-17 00:00:00,MBS,Pfeiffer C.,10,Fri,,79
2022-06-17 00:00:00,MBS,Pfeiffer C.,11,Fri,,165
2022-06-17 00:00:00,MBS,Pfeiffer C.,12,Fri,,220
2022-06-17 00:00:00,MBS,Pfeiffer C.,13,Fri,,66
2022-06-17 00:00:00,MBS,Pfeiffer C.,14,Fri,,58
2022-06-17 00:00:00,MBS,Pfeiffer C.,15,Fri,,63
2022-06-17 00:00:00,MBS,Pfeiffer C.,16,Fri,,110
2022-06-17 00:00:00,MBS,Pfeiffer C.,17,Fri,,185
2022-06-17 00:00:00,MBS,Pfeiffer C.,18,Fri,,268
2022-06-17 00:00:00,MBS,Pfeiffer C.,19,Fri,,147
2022-06-17 00:00:00,MBS,Pfeiffer C.,20,Fri,,49
2022-06-17 00:00:00,MBS,Pfeiffer C.,21,Fri,,17
2022-06-18 00:00:00,MBS,Pfeiffer C.,7,Sat,,4
2022-06-18 00:00:00,MBS,Pfeiffer C.,8,Sat,,142
2022-06-18 00:00:00,MBS,Pfeiffer C.,9,Sat,,193
2022-06-18 00:00:00,MBS,Pfeiffer C.,10,Sat,,259
2022-06-18 00:00:00,MBS,Pfeiffer C.,11,Sat,,240
2022-06-18 00:00:00,MBS,Pfeiffer C.,12,Sat,,188
2022-06-18 00:00:00,MBS,Pfeiffer C.,13,Sat,,169
2022-06-18 00:00:00,MBS,Pfeiffer C.,14,Sat,,188
2022-06-18 00:00:00,MBS,Pfeiffer C.,15,Sat,,122
2022-06-18 00:00:00,MBS,Pfeiffer C.,16,Sat,,96
2022-06-18 00:00:00,MBS,Pfeiffer C.,17,Sat,,74
2022-06-18 00:00:00,MBS,Pfeiffer C.,18,Sat,,46
2022-06-18 00:00:00,MBS,Pfeiffer C.,19,Sat,,13
2022-06-19 00:00:00,MBS,Pfeiffer C.,7,Sun,,2
2022-06-19 00:00:00,MBS,Pfeiffer C.,8,Sun,,51
2022-06-19 00:00:00,MBS,Pfeiffer C.,9,Sun,,184
2022-06-19 00:00:00,MBS,Pfeiffer C.,10,Sun,,164
2022-06-19 00:00:00,MBS,Pfeiffer C.,11,Sun,,182
2022-06-19 00:00:00,MBS,Pfeiffer C.,12,Sun,,116
2022-06-19 00:00:00,MBS,Pfeiffer C.,13,Sun,,136
2022-06-19 00:00:00,MBS,Pfeiffer C.,14,Sun,,135
2022-06-19 00:00:00,MBS,Pfeiffer C.,15,Sun,,127
2022-06-19 00:00:00,MBS,Pfeiffer C.,16,Sun,,87
2022-06-19 00:00:00,MBS,Pfeiffer C.,17,Sun,,74
2022-06-19 00:00:00,MBS,Pfeiffer C.,18,Sun,,43
2022-06-19 00:00:00,MBS,Pfeiffer C.,19,Sun,,10
2022-06-20 00:00:00,MBS,Pfeiffer C.,6,Mon,,84
2022-06-20 00:00:00,MBS,Pfeiffer C.,7,Mon,,147
2022-06-20 00:00:00,MBS,Pfeiffer C.,8,Mon,,89
2022-06-20 00:00:00,MBS,Pfeiffer C.,9,Mon,,90
2022-06-20 00:00:00,MBS,Pfeiffer C.,10,Mon,,88
2022-06-20 00:00:00,MBS,Pfeiffer C.,11,Mon,,156
2022-06-20 00:00:00,MBS,Pfeiffer C.,12,Mon,,255
2022-06-20 00:00:00,MBS,Pfeiffer C.,13,Mon,,92
2022-06-20 00:00:00,MBS,Pfeiffer C.,14,Mon,,49
2022-06-20 00:00:00,MBS,Pfeiffer C.,15,Mon,,61
2022-06-20 00:00:00,MBS,Pfeiffer C.,16,Mon,,117
2022-06-20 00:00:00,MBS,Pfeiffer C.,17,Mon,,200
2022-06-20 00:00:00,MBS,Pfeiffer C.,18,Mon,,441
2022-06-20 00:00:00,MBS,Pfeiffer C.,19,Mon,,294
2022-06-20 00:00:00,MBS,Pfeiffer C.,20,Mon,,74
2022-06-20 00:00:00,MBS,Pfeiffer C.,21,Mon,,32
2022-06-21 00:00:00,MBS,Pfeiffer C.,6,Tue,,80
2022-06-21 00:00:00,MBS,Pfeiffer C.,7,Tue,,153
2022-06-21 00:00:00,MBS,Pfeiffer C.,8,Tue,,123
2022-06-21 00:00:00,MBS,Pfeiffer C.,9,Tue,,103
2022-06-21 00:00:00,MBS,Pfeiffer C.,10,Tue,,107
2022-06-21 00:00:00,MBS,Pfeiffer C.,11,Tue,,183
2022-06-21 00:00:00,MBS,Pfeiffer C.,12,Tue,,271
2022-06-21 00:00:00,MBS,Pfeiffer C.,13,Tue,,71
2022-06-21 00:00:00,MBS,Pfeiffer C.,14,Tue,,62
2022-06-21 00:00:00,MBS,Pfeiffer C.,15,Tue,,49
2022-06-21 00:00:00,MBS,Pfeiffer C.,16,Tue,,98
2022-06-21 00:00:00,MBS,Pfeiffer C.,17,Tue,,204
2022-06-21 00:00:00,MBS,Pfeiffer C.,18,Tue,,445
2022-06-21 00:00:00,MBS,Pfeiffer C.,19,Tue,,276
2022-06-21 00:00:00,MBS,Pfeiffer C.,20,Tue,,114
2022-06-21 00:00:00,MBS,Pfeiffer C.,21,Tue,,23
2022-06-22 00:00:00,MBS,Pfeiffer C.,6,Wed,,63
2022-06-22 00:00:00,MBS,Pfeiffer C.,7,Wed,,184
2022-06-22 00:00:00,MBS,Pfeiffer C.,8,Wed,,100
2022-06-22 00:00:00,MBS,Pfeiffer C.,9,Wed,,98
2022-06-22 00:00:00,MBS,Pfeiffer C.,10,Wed,,102
2022-06-22 00:00:00,MBS,Pfeiffer C.,11,Wed,,177
2022-06-22 00:00:00,MBS,Pfeiffer C.,12,Wed,,245
2022-06-22 00:00:00,MBS,Pfeiffer C.,13,Wed,,67
2022-06-22 00:00:00,MBS,Pfeiffer C.,14,Wed,,67
2022-06-22 00:00:00,MBS,Pfeiffer C.,15,Wed,,66
2022-06-22 00:00:00,MBS,Pfeiffer C.,16,Wed,,81
2022-06-22 00:00:00,MBS,Pfeiffer C.,17,Wed,,233
2022-06-22 00:00:00,MBS,Pfeiffer C.,18,Wed,,459
2022-06-22 00:00:00,MBS,Pfeiffer C.,19,Wed,,311
2022-06-22 00:00:00,MBS,Pfeiffer C.,20,Wed,,113
2022-06-22 00:00:00,MBS,Pfeiffer C.,21,Wed,,34
2022-06-23 00:00:00,MBS,Pfeiffer C.,6,Thu,,63
2022-06-23 00:00:00,MBS,Pfeiffer C.,7,Thu,,139
2022-06-23 00:00:00,MBS,Pfeiffer C.,8,Thu,,96
2022-06-23 00:00:00,MBS,Pfeiffer C.,9,Thu,,100
2022-06-23 00:00:00,MBS,Pfeiffer C.,10,Thu,,91
2022-06-23 00:00:00,MBS,Pfeiffer C.,11,Thu,,173
2022-06-23 00:00:00,MBS,Pfeiffer C.,12,Thu,,229
2022-06-23 00:00:00,MBS,Pfeiffer C.,13,Thu,,67
2022-06-23 00:00:00,MBS,Pfeiffer C.,14,Thu,,58
2022-06-23 00:00:00,MBS,Pfeiffer C.,15,Thu,,54
2022-06-23 00:00:00,MBS,Pfeiffer C.,16,Thu,,80
2022-06-23 00:00:00,MBS,Pfeiffer C.,17,Thu,,162
2022-06-23 00:00:00,MBS,Pfeiffer C.,18,Thu,,397
2022-06-23 00:00:00,MBS,Pfeiffer C.,19,Thu,,282
2022-06-23 00:00:00,MBS,Pfeiffer C.,20,Thu,,107
2022-06-23 00:00:00,MBS,Pfeiffer C.,21,Thu,,32
2022-06-23 00:00:00,MBS,Pfeiffer C.,22,Thu,,1
2022-06-24 00:00:00,MBS,Pfeiffer C.,6,Fri,,73
2022-06-24 00:00:00,MBS,Pfeiffer C.,7,Fri,,124
2022-06-24 00:00:00,MBS,Pfeiffer C.,8,Fri,,85
2022-06-24 00:00:00,MBS,Pfeiffer C.,9,Fri,,80
2022-06-24 00:00:00,MBS,Pfeiffer C.,10,Fri,,96
2022-06-24 00:00:00,MBS,Pfeiffer C.,11,Fri,,175
2022-06-24 00:00:00,MBS,Pfeiffer C.,12,Fri,,236
2022-06-24 00:00:00,MBS,Pfeiffer C.,13,Fri,,81
2022-06-24 00:00:00,MBS,Pfeiffer C.,14,Fri,,59
2022-06-24 00:00:00,MBS,Pfeiffer C.,15,Fri,,66
2022-06-24 00:00:00,MBS,Pfeiffer C.,16,Fri,,104
2022-06-24 00:00:00,MBS,Pfeiffer C.,17,Fri,,201
2022-06-24 00:00:00,MBS,Pfeiffer C.,18,Fri,,275
2022-06-24 00:00:00,MBS,Pfeiffer C.,19,Fri,,154
2022-06-24 00:00:00,MBS,Pfeiffer C.,20,Fri,,49
2022-06-24 00:00:00,MBS,Pfeiffer C.,21,Fri,,24
2022-06-25 00:00:00,MBS,Pfeiffer C.,7,Sat,,6
2022-06-25 00:00:00,MBS,Pfeiffer C.,8,Sat,,136
2022-06-25 00:00:00,MBS,Pfeiffer C.,9,Sat,,231
2022-06-25 00:00:00,MBS,Pfeiffer C.,10,Sat,,243
2022-06-25 00:00:00,MBS,Pfeiffer C.,11,Sat,,249
2022-06-25 00:00:00,MBS,Pfeiffer C.,12,Sat,,203
2022-06-25 00:00:00,MBS,Pfeiffer C.,13,Sat,,166
2022-06-25 00:00:00,MBS,Pfeiffer C.,14,Sat,,172
2022-06-25 00:00:00,MBS,Pfeiffer C.,15,Sat,,114
2022-06-25 00:00:00,MBS,Pfeiffer C.,16,Sat,,94
2022-06-25 00:00:00,MBS,Pfeiffer C.,17,Sat,,83
2022-06-25 00:00:00,MBS,Pfeiffer C.,18,Sat,,42
2022-06-25 00:00:00,MBS,Pfeiffer C.,19,Sat,,13
2022-06-26 00:00:00,MBS,Pfeiffer C.,7,Sun,,2
2022-06-26 00:00:00,MBS,Pfeiffer C.,8,Sun,,56
2022-06-26 00:00:00,MBS,Pfeiffer C.,9,Sun,,182
2022-06-26 00:00:00,MBS,Pfeiffer C.,10,Sun,,169
2022-06-26 00:00:00,MBS,Pfeiffer C.,11,Sun,,165
2022-06-26 00:00:00,MBS,Pfeiffer C.,12,Sun,,150
2022-06-26 00:00:00,MBS,Pfeiffer C.,13,Sun,,165
2022-06-26 00:00:00,MBS,Pfeiffer C.,14,Sun,,146
2022-06-26 00:00:00,MBS,Pfeiffer C.,15,Sun,,109
2022-06-26 00:00:00,MBS,Pfeiffer C.,16,Sun,,112
2022-06-26 00:00:00,MBS,Pfeiffer C.,17,Sun,,83
2022-06-26 00:00:00,MBS,Pfeiffer C.,18,Sun,,61
2022-06-26 00:00:00,MBS,Pfeiffer C.,19,Sun,,12
2022-06-01 00:00:00,MBS,Rashita B.,6,Wed,,73
2022-06-01 00:00:00,MBS,Rashita B.,7,Wed,,177
2022-06-01 00:00:00,MBS,Rashita B.,8,Wed,,134
2022-06-01 00:00:00,MBS,Rashita B.,9,Wed,,108
2022-06-01 00:00:00,MBS,Rashita B.,10,Wed,,93
2022-06-01 00:00:00,MBS,Rashita B.,11,Wed,,141
2022-06-01 00:00:00,MBS,Rashita B.,12,Wed,,254
2022-06-01 00:00:00,MBS,Rashita B.,13,Wed,,64
2022-06-01 00:00:00,MBS,Rashita B.,14,Wed,,60
2022-06-01 00:00:00,MBS,Rashita B.,15,Wed,,75
2022-06-01 00:00:00,MBS,Rashita B.,16,Wed,,93
2022-06-01 00:00:00,MBS,Rashita B.,17,Wed,,203
2022-06-01 00:00:00,MBS,Rashita B.,18,Wed,,436
2022-06-01 00:00:00,MBS,Rashita B.,19,Wed,,298
2022-06-01 00:00:00,MBS,Rashita B.,20,Wed,,95
2022-06-01 00:00:00,MBS,Rashita B.,21,Wed,,22
2022-06-02 00:00:00,MBS,Rashita B.,6,Thu,,71
2022-06-02 00:00:00,MBS,Rashita B.,7,Thu,,139
2022-06-02 00:00:00,MBS,Rashita B.,8,Thu,,118
2022-06-02 00:00:00,MBS,Rashita B.,9,Thu,,102
2022-06-02 00:00:00,MBS,Rashita B.,10,Thu,,100
2022-06-02 00:00:00,MBS,Rashita B.,11,Thu,,156
2022-06-02 00:00:00,MBS,Rashita B.,12,Thu,,238
2022-06-02 00:00:00,MBS,Rashita B.,13,Thu,,54
2022-06-02 00:00:00,MBS,Rashita B.,14,Thu,,45
2022-06-02 00:00:00,MBS,Rashita B.,15,Thu,,56
2022-06-02 00:00:00,MBS,Rashita B.,16,Thu,,85
2022-06-02 00:00:00,MBS,Rashita B.,17,Thu,,199
2022-06-02 00:00:00,MBS,Rashita B.,18,Thu,,361
2022-06-02 00:00:00,MBS,Rashita B.,19,Thu,,287
2022-06-02 00:00:00,MBS,Rashita B.,20,Thu,,109
2022-06-02 00:00:00,MBS,Rashita B.,21,Thu,,25
2022-06-03 00:00:00,MBS,Rashita B.,,Fri,,1
2022-06-03 00:00:00,MBS,Rashita B.,6,Fri,,70
2022-06-03 00:00:00,MBS,Rashita B.,7,Fri,,133
2022-06-03 00:00:00,MBS,Rashita B.,8,Fri,,111
2022-06-03 00:00:00,MBS,Rashita B.,9,Fri,,87
2022-06-03 00:00:00,MBS,Rashita B.,10,Fri,,107
2022-06-03 00:00:00,MBS,Rashita B.,11,Fri,,158
2022-06-03 00:00:00,MBS,Rashita B.,12,Fri,,225
2022-06-03 00:00:00,MBS,Rashita B.,13,Fri,,72
2022-06-03 00:00:00,MBS,Rashita B.,14,Fri,,65
2022-06-03 00:00:00,MBS,Rashita B.,15,Fri,,50
2022-06-03 00:00:00,MBS,Rashita B.,16,Fri,,107
2022-06-03 00:00:00,MBS,Rashita B.,17,Fri,,226
2022-06-03 00:00:00,MBS,Rashita B.,18,Fri,,268
2022-06-03 00:00:00,MBS,Rashita B.,19,Fri,,145
2022-06-03 00:00:00,MBS,Rashita B.,20,Fri,,60
2022-06-03 00:00:00,MBS,Rashita B.,21,Fri,,17
2022-06-03 00:00:00,MBS,Rashita B.,22,Fri,,1
2022-06-04 00:00:00,MBS,Rashita B.,7,Sat,,6
2022-06-04 00:00:00,MBS,Rashita B.,8,Sat,,138
2022-06-04 00:00:00,MBS,Rashita B.,9,Sat,,191
2022-06-04 00:00:00,MBS,Rashita B.,10,Sat,,247
2022-06-04 00:00:00,MBS,Rashita B.,11,Sat,,236
2022-06-04 00:00:00,MBS,Rashita B.,12,Sat,,175
2022-06-04 00:00:00,MBS,Rashita B.,13,Sat,,165
2022-06-04 00:00:00,MBS,Rashita B.,14,Sat,,198
2022-06-04 00:00:00,MBS,Rashita B.,15,Sat,,121
2022-06-04 00:00:00,MBS,Rashita B.,16,Sat,,96
2022-06-04 00:00:00,MBS,Rashita B.,17,Sat,,75
2022-06-04 00:00:00,MBS,Rashita B.,18,Sat,,49
2022-06-04 00:00:00,MBS,Rashita B.,19,Sat,,19
2022-06-05 00:00:00,MBS,Rashita B.,7,Sun,,4
2022-06-05 00:00:00,MBS,Rashita B.,8,Sun,,50
2022-06-05 00:00:00,MBS,Rashita B.,9,Sun,,204
2022-06-05 00:00:00,MBS,Rashita B.,10,Sun,,190
2022-06-05 00:00:00,MBS,Rashita B.,11,Sun,,153
